periode_data,tanggal,ruas_jalan,kecepatan,hari
202303,3/10/2023,jalan h.r. rasuna said,28.77,Jumat
202303,3/10/2023,jalan d.i. panjaitan,29.45,Jumat
202303,3/10/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.77,Jumat
202303,3/10/2023,jalan pramuka,24.96,Jumat
202303,3/10/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.67,Jumat
202303,3/10/2023,jalan kramat raya,33.61,Jumat
202303,3/10/2023,jalan st. senen,39.75,Jumat
202303,3/10/2023,jalan gunung sahari,26.76,Jumat
202303,3/11/2023,jalan pintu besar selatan,16.87,Sabtu
202303,3/11/2023,jalan gajah mada,16.56,Sabtu
202303,3/11/2023,jalan hayam wuruk,17.17,Sabtu
202303,3/11/2023,jalan majapahit,28.02,Sabtu
202303,3/11/2023,jalan medan merdeka barat,31.16,Sabtu
202303,3/11/2023,jalan m.h. thamrin,30.27,Sabtu
202303,3/11/2023,jalan jenderal sudirman,33.93,Sabtu
202303,3/9/2023,jalan jenderal sudirman,24.54,Kamis
202303,3/9/2023,jalan sisingamangaraja,31.21,Kamis
202303,3/9/2023,jalan panglima polim,25.17,Kamis
202303,3/9/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.63,Kamis
202303,3/11/2023,jalan sisingamangaraja,35.54,Sabtu
202303,3/11/2023,jalan kyai caringin,32.44,Sabtu
202303,3/11/2023,jalan tomang raya,21.91,Sabtu
202303,3/11/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.3,Sabtu
202303,3/11/2023,jalan gatot subroto,27.94,Sabtu
202303,3/11/2023,jalan m.t. haryono,39.81,Sabtu
202303,3/11/2023,jalan h.r. rasuna said,31.62,Sabtu
202303,3/11/2023,jalan d.i. panjaitan,28.99,Sabtu
202303,3/11/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.31,Sabtu
202303,3/11/2023,jalan pramuka,24.07,Sabtu
202303,3/11/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,35.12,Sabtu
202303,3/11/2023,jalan kramat raya,36.18,Sabtu
202303,3/11/2023,jalan st. senen,40.39,Sabtu
202303,3/11/2023,jalan gunung sahari,24.45,Sabtu
202303,3/12/2023,jalan pintu besar selatan,17.68,Minggu
202303,3/12/2023,jalan gajah mada,17.65,Minggu
202303,3/12/2023,jalan hayam wuruk,17.71,Minggu
202303,3/12/2023,jalan majapahit,29.65,Minggu
202303,3/12/2023,jalan medan merdeka barat,30.12,Minggu
202303,3/12/2023,jalan m.h. thamrin,28.27,Minggu
202303,3/12/2023,jalan jenderal sudirman,35.69,Minggu
202303,3/12/2023,jalan sisingamangaraja,32.83,Minggu
202303,3/12/2023,jalan panglima polim,25.8,Minggu
202303,3/12/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.98,Minggu
202303,3/12/2023,jalan suryopranoto,28.21,Minggu
202303,3/12/2023,jalan balikpapan,43.52,Minggu
202303,3/12/2023,jalan kyai caringin,33.12,Minggu
202303,3/12/2023,jalan tomang raya,20.57,Minggu
202303,3/12/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,33,Minggu
202303,3/12/2023,jalan gatot subroto,30.52,Minggu
202303,3/12/2023,jalan m.t. haryono,40.52,Minggu
202303,3/12/2023,jalan h.r. rasuna said,33.91,Minggu
202303,3/12/2023,jalan d.i. panjaitan,29.36,Minggu
202303,3/12/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.92,Minggu
202303,3/12/2023,jalan pramuka,25.72,Minggu
202303,3/12/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,36.93,Minggu
202303,3/12/2023,jalan kramat raya,37.8,Minggu
202303,3/12/2023,jalan st. senen,42.74,Minggu
202303,3/12/2023,jalan gunung sahari,26.44,Minggu
202303,3/13/2023,jalan pintu besar selatan,17,Senin
202303,3/13/2023,jalan gajah mada,16.15,Senin
202303,3/13/2023,jalan hayam wuruk,17.84,Senin
202303,3/13/2023,jalan majapahit,25.99,Senin
202303,3/13/2023,jalan medan merdeka barat,30.42,Senin
202303,3/13/2023,jalan m.h. thamrin,28.39,Senin
202303,3/13/2023,jalan jenderal sudirman,31.65,Senin
202303,3/13/2023,jalan sisingamangaraja,35.61,Senin
202303,3/13/2023,jalan panglima polim,26.66,Senin
202303,3/11/2023,jalan panglima polim,26.12,Sabtu
202303,3/11/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.35,Sabtu
202303,3/11/2023,jalan suryopranoto,27.83,Sabtu
202303,3/11/2023,jalan balikpapan,39.43,Sabtu
202303,3/13/2023,jalan tomang raya,23.28,Senin
202303,3/13/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.25,Senin
202303,3/13/2023,jalan gatot subroto,24.97,Senin
202303,3/13/2023,jalan m.t. haryono,38.56,Senin
202303,3/13/2023,jalan h.r. rasuna said,31.24,Senin
202303,3/13/2023,jalan d.i. panjaitan,29.84,Senin
202303,3/13/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.05,Senin
202303,3/13/2023,jalan pramuka,24.78,Senin
202303,3/13/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.95,Senin
202303,3/13/2023,jalan kramat raya,34.88,Senin
202303,3/13/2023,jalan st. senen,40.34,Senin
202303,3/13/2023,jalan gunung sahari,26.03,Senin
202303,3/14/2023,jalan pintu besar selatan,16.85,Selasa
202303,3/14/2023,jalan gajah mada,16.16,Selasa
202303,3/14/2023,jalan hayam wuruk,17.55,Selasa
202303,3/14/2023,jalan majapahit,25.15,Selasa
202303,3/14/2023,jalan medan merdeka barat,28.57,Selasa
202303,3/14/2023,jalan m.h. thamrin,25.47,Selasa
202303,3/14/2023,jalan jenderal sudirman,24.18,Selasa
202303,3/14/2023,jalan sisingamangaraja,34.09,Selasa
202303,3/14/2023,jalan panglima polim,26.24,Selasa
202303,3/14/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.02,Selasa
202303,3/14/2023,jalan suryopranoto,23.68,Selasa
202303,3/14/2023,jalan balikpapan,35.44,Selasa
202303,3/14/2023,jalan kyai caringin,31.19,Selasa
202303,3/14/2023,jalan tomang raya,21.38,Selasa
202303,3/14/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.13,Selasa
202303,3/14/2023,jalan gatot subroto,24.03,Selasa
202303,3/14/2023,jalan m.t. haryono,38.02,Selasa
202303,3/14/2023,jalan h.r. rasuna said,28.57,Selasa
202303,3/14/2023,jalan d.i. panjaitan,29.24,Selasa
202303,3/14/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,26.71,Selasa
202303,3/14/2023,jalan pramuka,23.8,Selasa
202303,3/14/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,27.82,Selasa
202303,3/14/2023,jalan kramat raya,32.94,Selasa
202303,3/14/2023,jalan st. senen,40.42,Selasa
202303,3/14/2023,jalan gunung sahari,24.73,Selasa
202303,3/15/2023,jalan pintu besar selatan,16.36,Rabu
202303,3/15/2023,jalan gajah mada,15.94,Rabu
202303,3/15/2023,jalan hayam wuruk,16.79,Rabu
202303,3/15/2023,jalan majapahit,24.92,Rabu
202303,3/15/2023,jalan medan merdeka barat,28.37,Rabu
202303,3/15/2023,jalan m.h. thamrin,26.75,Rabu
202303,3/15/2023,jalan jenderal sudirman,25.92,Rabu
202303,3/15/2023,jalan sisingamangaraja,31.37,Rabu
202303,3/15/2023,jalan panglima polim,25.8,Rabu
202303,3/15/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.56,Rabu
202303,3/13/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.52,Senin
202303,3/13/2023,jalan suryopranoto,26.45,Senin
202303,3/13/2023,jalan balikpapan,37.13,Senin
202303,3/13/2023,jalan kyai caringin,34.15,Senin
202303,3/15/2023,jalan gatot subroto,21.94,Rabu
202303,3/15/2023,jalan m.t. haryono,37.62,Rabu
202303,3/15/2023,jalan h.r. rasuna said,29.03,Rabu
202303,3/15/2023,jalan d.i. panjaitan,27.24,Rabu
202303,3/15/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,26.99,Rabu
202303,3/15/2023,jalan pramuka,24.2,Rabu
202303,3/15/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,29.27,Rabu
202303,3/15/2023,jalan kramat raya,32.72,Rabu
202303,3/15/2023,jalan st. senen,39.61,Rabu
202303,3/15/2023,jalan gunung sahari,25.31,Rabu
202303,3/16/2023,jalan pintu besar selatan,16.32,Kamis
202303,3/16/2023,jalan gajah mada,15.02,Kamis
202303,3/16/2023,jalan hayam wuruk,17.61,Kamis
202303,3/16/2023,jalan majapahit,25.64,Kamis
202303,3/16/2023,jalan medan merdeka barat,29.47,Kamis
202303,3/16/2023,jalan m.h. thamrin,27.72,Kamis
202303,3/16/2023,jalan jenderal sudirman,28.83,Kamis
202303,3/16/2023,jalan sisingamangaraja,34.47,Kamis
202303,3/16/2023,jalan panglima polim,25.7,Kamis
202303,3/16/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.4,Kamis
202303,3/16/2023,jalan suryopranoto,25.81,Kamis
202303,3/16/2023,jalan balikpapan,36.49,Kamis
202303,3/16/2023,jalan kyai caringin,32.25,Kamis
202303,3/16/2023,jalan tomang raya,22.3,Kamis
202303,3/16/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.32,Kamis
202303,3/16/2023,jalan gatot subroto,23.74,Kamis
202303,3/16/2023,jalan m.t. haryono,39.05,Kamis
202303,3/16/2023,jalan h.r. rasuna said,30.85,Kamis
202303,3/16/2023,jalan d.i. panjaitan,29.15,Kamis
202303,3/16/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.24,Kamis
202303,3/16/2023,jalan pramuka,25.21,Kamis
202303,3/16/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.2,Kamis
202303,3/16/2023,jalan kramat raya,34.04,Kamis
202303,3/16/2023,jalan st. senen,40.31,Kamis
202303,3/16/2023,jalan gunung sahari,25.08,Kamis
202303,3/17/2023,jalan pintu besar selatan,16.06,Jumat
202303,3/17/2023,jalan gajah mada,15.11,Jumat
202303,3/17/2023,jalan hayam wuruk,17.01,Jumat
202303,3/17/2023,jalan majapahit,24.74,Jumat
202303,3/17/2023,jalan medan merdeka barat,30.02,Jumat
202303,3/17/2023,jalan m.h. thamrin,27.28,Jumat
202303,3/17/2023,jalan jenderal sudirman,29.94,Jumat
202303,3/17/2023,jalan sisingamangaraja,34.83,Jumat
202303,3/1/2023,jalan pintu besar selatan,10.45,Rabu
202303,3/1/2023,jalan gajah mada,0,Rabu
202303,3/1/2023,jalan hayam wuruk,20.91,Rabu
202303,3/1/2023,jalan majapahit,25.52,Rabu
202303,3/15/2023,jalan suryopranoto,23.52,Rabu
202303,3/15/2023,jalan balikpapan,36.41,Rabu
202303,3/15/2023,jalan kyai caringin,30.41,Rabu
202303,3/15/2023,jalan tomang raya,21.24,Rabu
202303,3/15/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.82,Rabu
202303,3/1/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.6,Rabu
202303,3/1/2023,jalan suryopranoto,24.19,Rabu
202303,3/1/2023,jalan balikpapan,37.27,Rabu
202303,3/1/2023,jalan kyai caringin,31.9,Rabu
202303,3/1/2023,jalan tomang raya,20.73,Rabu
202303,3/1/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.64,Rabu
202303,3/1/2023,jalan gatot subroto,23.05,Rabu
202303,3/1/2023,jalan m.t. haryono,37.09,Rabu
202303,3/1/2023,jalan h.r. rasuna said,29.8,Rabu
202303,3/1/2023,jalan d.i. panjaitan,27.17,Rabu
202303,3/1/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.05,Rabu
202303,3/1/2023,jalan pramuka,23.99,Rabu
202303,3/1/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,25.48,Rabu
202303,3/1/2023,jalan kramat raya,32.35,Rabu
202303,3/1/2023,jalan st. senen,36,Rabu
202303,3/1/2023,jalan gunung sahari,25.91,Rabu
202303,3/2/2023,jalan pintu besar selatan,17.48,Kamis
202303,3/2/2023,jalan gajah mada,18.31,Kamis
202303,3/2/2023,jalan hayam wuruk,16.64,Kamis
202303,3/2/2023,jalan majapahit,26.41,Kamis
202303,3/2/2023,jalan medan merdeka barat,28.62,Kamis
202303,3/2/2023,jalan m.h. thamrin,24.14,Kamis
202303,3/2/2023,jalan jenderal sudirman,24.71,Kamis
202303,3/2/2023,jalan sisingamangaraja,28.19,Kamis
202303,3/2/2023,jalan panglima polim,23.25,Kamis
202303,3/2/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.35,Kamis
202303,3/2/2023,jalan suryopranoto,21.98,Kamis
202303,3/2/2023,jalan balikpapan,35.8,Kamis
202303,3/2/2023,jalan kyai caringin,28.49,Kamis
202303,3/2/2023,jalan tomang raya,19.77,Kamis
202303,3/2/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.56,Kamis
202303,3/2/2023,jalan gatot subroto,23.34,Kamis
202303,3/2/2023,jalan m.t. haryono,35.82,Kamis
202303,3/2/2023,jalan h.r. rasuna said,27.68,Kamis
202303,3/2/2023,jalan d.i. panjaitan,25.1,Kamis
202303,3/2/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,26.09,Kamis
202303,3/2/2023,jalan pramuka,23.02,Kamis
202303,3/2/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,27.06,Kamis
202303,3/2/2023,jalan kramat raya,31.24,Kamis
202303,3/2/2023,jalan st. senen,33.42,Kamis
202303,3/2/2023,jalan gunung sahari,24.36,Kamis
202303,3/3/2023,jalan pintu besar selatan,18.04,Jumat
202303,3/3/2023,jalan gajah mada,18.68,Jumat
202303,3/3/2023,jalan hayam wuruk,17.4,Jumat
202303,3/3/2023,jalan majapahit,26.23,Jumat
202303,3/3/2023,jalan medan merdeka barat,29.84,Jumat
202303,3/1/2023,jalan medan merdeka barat,29.01,Rabu
202303,3/1/2023,jalan m.h. thamrin,25.44,Rabu
202303,3/1/2023,jalan jenderal sudirman,26.17,Rabu
202303,3/1/2023,jalan sisingamangaraja,31.73,Rabu
202303,3/1/2023,jalan panglima polim,23.98,Rabu
202303,3/3/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.77,Jumat
202303,3/3/2023,jalan suryopranoto,26.07,Jumat
202303,3/3/2023,jalan balikpapan,37.46,Jumat
202303,3/3/2023,jalan kyai caringin,31.96,Jumat
202303,3/3/2023,jalan tomang raya,21.46,Jumat
202303,3/3/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.77,Jumat
202303,3/3/2023,jalan gatot subroto,22.83,Jumat
202303,3/3/2023,jalan m.t. haryono,35.88,Jumat
202303,3/3/2023,jalan h.r. rasuna said,28.6,Jumat
202303,3/3/2023,jalan d.i. panjaitan,26.75,Jumat
202303,3/3/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,26.85,Jumat
202303,3/3/2023,jalan pramuka,23.59,Jumat
202303,3/3/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,29.92,Jumat
202303,3/3/2023,jalan kramat raya,32.44,Jumat
202303,3/3/2023,jalan st. senen,35.83,Jumat
202303,3/3/2023,jalan gunung sahari,25.86,Jumat
202303,3/4/2023,jalan pintu besar selatan,18.96,Sabtu
202303,3/4/2023,jalan gajah mada,16.87,Sabtu
202303,3/4/2023,jalan hayam wuruk,21.05,Sabtu
202303,3/4/2023,jalan majapahit,28.74,Sabtu
202303,3/4/2023,jalan medan merdeka barat,30.96,Sabtu
202303,3/4/2023,jalan m.h. thamrin,26.97,Sabtu
202303,3/4/2023,jalan jenderal sudirman,33.59,Sabtu
202303,3/4/2023,jalan sisingamangaraja,34.12,Sabtu
202303,3/4/2023,jalan panglima polim,24.59,Sabtu
202303,3/4/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.25,Sabtu
202303,3/4/2023,jalan suryopranoto,27.29,Sabtu
202303,3/4/2023,jalan balikpapan,40.09,Sabtu
202303,3/4/2023,jalan kyai caringin,34.24,Sabtu
202303,3/4/2023,jalan tomang raya,24.84,Sabtu
202303,3/4/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.68,Sabtu
202303,3/4/2023,jalan gatot subroto,28.18,Sabtu
202303,3/4/2023,jalan m.t. haryono,38.22,Sabtu
202303,3/4/2023,jalan h.r. rasuna said,33.67,Sabtu
202303,3/4/2023,jalan d.i. panjaitan,27.21,Sabtu
202303,3/4/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.14,Sabtu
202303,3/4/2023,jalan pramuka,24.1,Sabtu
202303,3/4/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,33.98,Sabtu
202303,3/4/2023,jalan kramat raya,35.1,Sabtu
202303,3/4/2023,jalan st. senen,39.9,Sabtu
202303,3/4/2023,jalan gunung sahari,26.92,Sabtu
202303,3/5/2023,jalan pintu besar selatan,19.47,Minggu
202303,3/5/2023,jalan gajah mada,19.08,Minggu
202303,3/17/2023,jalan panglima polim,25.98,Jumat
202303,3/17/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.37,Jumat
202303,3/17/2023,jalan suryopranoto,25.97,Jumat
202303,3/17/2023,jalan balikpapan,36.35,Jumat
202303,3/3/2023,jalan m.h. thamrin,26.04,Jumat
202303,3/3/2023,jalan jenderal sudirman,27.79,Jumat
202303,3/3/2023,jalan sisingamangaraja,31.62,Jumat
202303,3/3/2023,jalan panglima polim,24.16,Jumat
202311,11/22/2023,jalan hayam wuruk,24.33,Rabu
202311,11/22/2023,jalan majapahit,26.06,Rabu
202311,11/22/2023,jalan medan merdeka barat,29.35,Rabu
202311,11/22/2023,jalan m.h. thamrin,31.07,Rabu
202311,11/22/2023,jalan jenderal sudirman,27.32,Rabu
202311,11/22/2023,jalan sisingamangaraja,32.43,Rabu
202311,11/22/2023,jalan panglima polim,25.94,Rabu
202311,11/22/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.23,Rabu
202311,11/22/2023,jalan suryopranoto,26.26,Rabu
202311,11/22/2023,jalan balikpapan,40.36,Rabu
202311,11/22/2023,jalan kyai caringin,31.47,Rabu
202311,11/22/2023,jalan tomang raya,21.17,Rabu
202311,11/22/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.64,Rabu
202311,11/22/2023,jalan gatot subroto,25.43,Rabu
202311,11/22/2023,jalan m.t. haryono,37.73,Rabu
202311,11/22/2023,jalan h.r. rasuna said,26.88,Rabu
202311,11/22/2023,jalan d.i. panjaitan,30.64,Rabu
202311,11/22/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.85,Rabu
202311,11/22/2023,jalan pramuka,24.89,Rabu
202311,11/22/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.96,Rabu
202311,11/22/2023,jalan kramat raya,36.09,Rabu
202311,11/22/2023,jalan st. senen,40.36,Rabu
202311,11/22/2023,jalan gunung sahari,25.48,Rabu
202311,11/23/2023,jalan pintu besar selatan,12.04,Kamis
202311,11/23/2023,jalan gajah mada,0,Kamis
202311,11/23/2023,jalan hayam wuruk,24.07,Kamis
202311,11/23/2023,jalan majapahit,25.73,Kamis
202311,11/23/2023,jalan medan merdeka barat,31.22,Kamis
202311,11/23/2023,jalan m.h. thamrin,29.41,Kamis
202311,11/23/2023,jalan jenderal sudirman,26.9,Kamis
202311,11/23/2023,jalan sisingamangaraja,33.92,Kamis
202311,11/23/2023,jalan panglima polim,25.93,Kamis
202311,11/23/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.57,Kamis
202311,11/23/2023,jalan suryopranoto,25.92,Kamis
202311,11/23/2023,jalan balikpapan,39.01,Kamis
202311,11/23/2023,jalan kyai caringin,31.12,Kamis
202311,11/23/2023,jalan tomang raya,21.6,Kamis
